Job Type,Tracking Number,Authorization Number,Job Status,SAP Phase,Received Date,Created Date,Completed Date,Authorization Type,Administrative Area,Amendment Type,Latitude,Longitude,Application Type,Transaction Type,Complexity,Intake,Preliminary Application,Applicant Work Window,In Screening,Review and Decision,Processing,Days in Process,Withdrawn Date
New Registration,393345,110355,Completed,,2020-04-23,2020-04-29 12:51,2020-05-11 15:51,Land-Based Finfish Waste Control Regulation,Express Transactions,,48.770493,123.68593,,Express,Simple,6.5,,,,,11.9,18,
Auth Cancel Susp and Aband App,393346,7737,Approved,,2020-04-29 13:06,2020-04-29 13:06,2020-05-11,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,11.5,
Authorization Amendment,393347,18134,Approved,,2020-04-29,2020-04-29 13:13,2020-05-25 13:20,Permit,Authorizations - North Region,Minor,53.8139,126.1092,Internal Amendment,EM General,Medium,,,,,,,26,
Authorization Amendment,393365,108469,Approved,,2020-04-30,2020-04-30 9:56,2020-05-26 16:08,Permit,Oil & Gas Commission,Minor,53.994238,128.679942,,Routine,Medium,4.3,18.2,0,0,3.6,,26,
Registration Amendment,393376,18316,Pending Final Application,Applicant Work Window,2020-04-23,2020-04-30 12:48,,Hazardous Waste Regulation,Authorizations - South Region,Minor,49.04417,117.60472,,Routine,Medium,0,181.9,186.2,,,,375.6,
New Registration,393379,110356,Completed,,2020-04-21,2020-04-30 15:10,2020-05-11 9:11,Code of Practice for Soil Amendments,Express Transactions,,49.22727,121.78302,,Express,Simple,9.6,,,,,8,17,
New Registration,393381,110357,Completed,,2020-04-24,2020-04-30 15:41,2020-05-14 9:43,Code of Practice for Soil Amendments,Express Transactions,,49.014174,122.313344,,Express,Simple,6.7,,,,,11,17,
Authorization Amendment,393382,107639,Approved,,2020-04-30,2020-04-30 18:03,2020-08-27 9:12,Permit,Oil & Gas Commission,Minor,56.91983,122.09972,,Routine,Medium,0,0,0,0,118.6,,119,
New Registration,393557,110358,Completed,,2020-04-24,2020-05-04 9:23,2020-05-14 9:59,Code of Practice for Soil Amendments,Express Transactions,,49.014174,122.313344,,Express,Simple,10.4,,,,,7.3,17,
New Registration,393559,110359,Completed,,2020-05-01,2020-05-04 11:24,2020-05-11 9:14,Code of Practice for Soil Amendments,Express Transactions,,49.217149,121.779327,,Express,Simple,3.5,,,,,4.2,7,
New Registration,393563,110360,Completed,,2020-05-03,2020-05-04 14:26,2020-05-28 9:54,Organic Matter Recycling Regulation,Authorizations - South Region,,49.132012,123.85007,,Express,Medium,1.6,,,,,23.8,25,
Auth Cancel Susp and Aband App,393586,15263,Approved,,2020-05-05 13:01,2020-05-05 13:01,2020-05-08,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,2.5,
Authorization Amendment,393588,13672,Pending Final Application,Applicant Work Window,2020-04-21,2020-05-05 14:14,,Permit,Authorizations - South Region,Minor,50.832694,119.334306,,Routine,Medium,0,71.8,291.2,,,,377.6,
Registration Amendment,393608,106630,Completed,,2020-04-27,2020-05-06 14:38,2020-05-21 14:42,Asphalt Plant Regulation,Express Transactions,Minor,56.143572,120.687246,Name Change,EM General,Simple,,,,,,,24,
New Registration,393642,110361,Completed,,2020-05-07,2020-05-08 11:27,2020-05-20 9:33,Code of Practice for Soil Amendments,Express Transactions,,50.381665,119.245113,,Express,Simple,1.5,,,,,11.2,12,
Authorization Amendment,393650,109121,Approved,,2020-05-08,2020-05-08 16:26,2020-07-09 11:22,Permit,Oil & Gas Commission,Minor,56.001168,120.657047,,Routine,Simple,0,55,5.8,0.9,0,,62,
New Authorization,393684,110363,Approved,,2020-05-08,2020-05-11 10:48,2020-07-28 14:51,Approval,Authorizations - North Region,,55.922309,129.99301,,Routine,Medium,3.5,53.3,6.8,2.8,10.2,,76,
Authorization Amendment,393687,3106,In Screening,In Screening,2020-04-30,2020-05-11 11:29,,Permit,Authorizations - South Region,Minor,50.626,119.125,,Routine,Medium,0,63.3,170.5,123.3,,,368.6,
Auth Cancel Susp and Aband App,393694,7841,Approved,,2020-05-11 13:32,2020-05-11 13:32,2020-06-25,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,44.4,
Registration Amendment,393711,14035,Completed,,2020-05-07,2020-05-11 16:20,2020-05-22 11:58,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,Minor,55.753191,120.21276,,Express,Simple,0.9,,,,,9.8,15,
Registration Amendment,393733,109200,Completed,,2020-05-11,2020-05-12 11:00,2020-05-22 8:10,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,Minor,49.168626,122.678604,,Express,Simple,0,,,,,9.2,10,
New Registration,393738,110365,Completed,,2020-05-12,2020-05-12 11:54,2020-05-14 12:58,Organic Matter Recycling Regulation,Authorizations - South Region,,50.0531,125.2838,,Express,Medium,0.6,,,,,1.8,2,
Auth Cancel Susp and Aband App,393761,5464,Approved,,2020-05-12 14:13,2020-05-12 14:13,2020-07-14,Permit,Authorizations - South Region,,,,Cancel,EM General,Medium,,,,,,,62.4,
Registration Amendment,393784,14034,Completed,,2020-05-07,2020-05-12 16:23,2020-05-25 8:39,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,Minor,55.76742,120.275,,Express,Simple,0,,,,,10,15,
Registration Amendment,393852,3984,Completed,,2020-05-13,2020-05-13 15:49,2020-05-26 13:25,Asphalt Plant Regulation,Express Transactions,Minor,50,125.25,,Express,Simple,0,,,,,12,12,
Authorization Amendment,393908,108587,Approved,,2018-06-20,2020-05-14 11:09,2020-06-16 11:11,Permit,Mining Team,Minor,54.074654,122.351768,Internal Amendment,EM General,Medium,,,,,,,726,
Authorization Amendment,393919,5767,In Review,Review and Decision,2020-05-14,2020-05-14 14:46,,Permit,Authorizations - North Region,Minor,55.1456,128.0065,Internal Amendment,EM General,Medium,,,,,,,354.6,
Authorization Amendment,393921,3283,Approved,,2020-05-14,2020-05-14 15:00,2020-07-16 9:24,Permit,Authorizations - North Region,Minor,52.118368,122.136712,Internal Amendment,EM General,Medium,,,,,,,62,
New Registration,393926,110369,Completed,,2020-05-14,2020-05-14 15:58,2020-05-27 11:44,Code of Practice for Soil Amendments,Express Transactions,,49.4096,117.534,,Express,Simple,0.7,,,,,12,12,
Authorization Amendment,393927,4057,Approved,,2020-05-14,2020-05-14 16:14,2020-12-16 13:18,Permit,Authorizations - North Region,Minor,54.490729,128.486921,Internal Amendment,EM General,Medium,,,,,,,215,
Registration Amendment,393929,100202,Completed,,2020-04-21,2020-05-14 16:18,2020-05-19 9:20,Municipal Wastewater Regulation,Authorizations - South Region,Minor,49.5786,119.5725,Internal Amendment,EM General,Medium,,,,,,,24,
Auth Cancel Susp and Aband App,393951,2498,Approved,,2020-05-15 9:23,2020-05-15 9:23,2020-05-25,Permit,Authorizations - South Region,,,,Cancel,EM General,Medium,,,,,,,9.6,
New Registration,393952,110370,Completed,,2020-05-14,2020-05-15 9:57,2020-06-01 10:10,Code of Practice for Soil Amendments,Express Transactions,,49.517,117.4069,,Express,Simple,1.4,,,,,14.2,15,
New Registration,393953,110371,Completed,,2020-05-14,2020-05-15 10:12,2020-06-01 10:25,Code of Practice for Soil Amendments,Express Transactions,,49.4875,117.4492,,Express,Simple,1.4,,,,,14.2,15,
New Registration,393954,110372,Completed,,2020-05-14,2020-05-15 11:34,2020-06-01 10:35,Code of Practice for Soil Amendments,Express Transactions,,49.517,117.4069,,Express,Simple,1.5,,,,,14.2,15,
New Registration,393967,110373,Completed,,2020-05-15,2020-05-15 15:12,2020-06-03 15:10,Code of Practice for Soil Amendments,Express Transactions,,49.6319,117.5573,,Express,Simple,0.6,,,,,18.9,19,
De-Registration,393987,17941,Completed,,2020-05-18 14:00,2020-05-18 14:00,2020-05-19 13:39,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,1,
Auth Cancel Susp and Aband App,393988,7672,Approved,,2020-05-18 14:17,2020-05-18 14:17,2020-06-11,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,23.4,
New Registration,394000,110374,Completed,,2020-05-15,2020-05-19 10:47,2020-06-03 15:14,Code of Practice for Soil Amendments,Express Transactions,,49.03399,118.8812,,Express,Simple,4.5,,,,,15.1,19,
Authorization Amendment,394003,107990,Pre-Application,Preliminary Application,2020-05-19,2020-05-19 12:49,,Permit,Oil & Gas Commission,Major,57.29448,122.15739,,Routine,Medium,0,349.1,,,,,349.6,
Registration Amendment,394029,13510,Completed,,2020-05-11,2020-05-20 9:09,2020-05-25 13:55,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,Minor,54.514383,128.623748,,Express,Simple,0,,,,,5.1,14,
New Registration,394038,110375,Completed,,2020-05-12,2020-05-20 11:20,2020-12-17 13:20,Hazardous Waste Regulation,Authorizations - South Region,,49.0512,122.3787,,Routine,Complex,8.5,50.2,54.8,48.2,57,,218,
Authorization Amendment,394048,17529,In Review,Review and Decision,2020-05-21,2020-05-21 9:25,,Operational Certificate,Authorizations - North Region,Minor,55.819263,120.47406,Internal Amendment,EM General,Medium,,,,,,,347.6,
Auth Cancel Susp and Aband App,394050,4470,Approved,,2020-05-21 10:00,2020-05-21 10:00,2020-05-25,Permit,Authorizations - North Region,,,,Cancel,EM General,Medium,,,,,,,3.6,
New Registration,394053,110376,Pending Final Application,Applicant Work Window,2020-05-12,2020-05-21 12:52,,Municipal Wastewater Regulation,Authorizations - South Region,,49.3469,124.3625,,Routine,Complex,9.5,98.9,248.2,,,,356.6,
Authorization Amendment,394075,6207,Approved,,2020-05-22,2020-05-22 9:23,2020-09-28 15:01,Permit,Authorizations - North Region,Minor,55.3227778,123.1027,Internal Amendment,EM General,Medium,,,,,,,129,
New Registration,394118,110379,In Screening,In Screening,2020-05-13,2020-05-25 9:32,,Hazardous Waste Regulation,Authorizations - South Region,,49.240772,122.49166,,Routine,Medium,12.4,21.2,172.6,149.4,,,355.6,
New Registration,394120,110380,Completed,,2020-05-24,2020-05-25 11:13,2020-06-04 9:42,Code of Practice for Soil Amendments,Express Transactions,,49.4031,117.6704,,Express,Simple,1.5,,,,,9.2,10,
Auth Cancel Susp and Aband App,394122,1898,In Review,,2020-05-25 12:44,2020-05-25 12:44,,Permit,Authorizations - South Region,,,,Cancel,EM General,Medium,,,,,,,343.1,
Authorization Amendment,394151,10818,Approved,,2020-05-26,2020-05-26 9:09,2020-08-10 12:58,Permit,Mining Team,Minor,56.6543,130.431,Internal Amendment,EM General,Medium,,,,,,,73,
Auth Cancel Susp and Aband App,394159,14672,Approved,,2020-05-26 10:42,2020-05-26 10:42,2020-05-26,Permit,Oil & Gas Commission,,,,Cancel,EM General,Simple,,,,,,,0,
Authorization Amendment,394209,1764,Approved,,2020-05-20,2020-05-27 13:50,2020-12-17 13:35,Permit,Authorizations - North Region,Minor,52.0918,122.1007,,Routine,Medium,0,28,145.8,0,30,,211,
New Registration,394243,110386,Completed,,2020-05-27,2020-05-28 14:59,2020-06-04 9:44,Code of Practice for Soil Amendments,Express Transactions,,49.502,117.362,,Express,Simple,1.6,,,,,6.1,7,
Auth Cancel Susp and Aband App,394245,7480,Approved,,2020-05-28 16:29,2020-05-28 16:29,2020-06-29,Permit,Authorizations - North Region,,,,Abandon,EM General,Medium,,,,,,,31.3,
Auth Cancel Susp and Aband App,394279,13555,Approved,,2020-05-29 15:24,2020-05-29 15:24,2020-07-09,Permit,Authorizations - South Region,,,,Abandon,EM General,Simple,,,,,,,40.4,
New Registration,394351,110389,Completed,,2020-05-30,2020-06-01 10:12,2020-06-08 9:23,Code of Practice for Soil Amendments,Express Transactions,,49.063,117.5924,,Express,Simple,2.4,,,,,4,6,
New Registration,394354,110390,Completed,,2020-05-30,2020-06-01 13:33,2020-06-08 9:27,Code of Practice for Soil Amendments,Express Transactions,,49.567,117.651,,Express,Simple,2.6,,,,,3.9,6,
New Registration,394356,110391,Completed,,2020-05-30,2020-06-01 14:27,2020-06-08 9:45,Code of Practice for Soil Amendments,Express Transactions,,49.7505,117.4818,,Express,Simple,2.6,,,,,3.9,6,
New Registration,394364,110393,Completed,,2020-05-30,2020-06-01 15:29,2020-06-08 9:53,Code of Practice for Soil Amendments,Express Transactions,,49.4043,117.6802,,Express,Simple,2.6,,,,,4,6,
Authorization Amendment,394392,3678,Approved,,2020-06-02,2020-06-02 7:19,2020-06-15 10:53,Permit,Authorizations - North Region,Minor,49.288103,122.954779,Internal Amendment,EM General,Medium,,,,,,,9,
Authorization Amendment,394408,13812,Approved,,2020-06-02,2020-06-02 12:50,2020-07-21 8:04,Permit,Mining Team,Minor,49.5096,114.6499,Internal Amendment,EM General,Medium,,,,,,,44,
New Authorization,394411,110396,In Review,Review and Decision,2020-05-14,2020-06-02 14:50,,Permit,Authorizations - North Region,,52.995,122.4745,,Routine,Complex,19.6,76.9,104.7,0.1,118.4,,354.6,
Authorization Amendment,394432,12540,Approved,,2020-06-03,2020-06-03 11:11,2020-08-12 9:41,Permit,Authorizations - North Region,Minor,53.67997,122.97533,Internal Amendment,EM General,Medium,,,,,,,69,
New Authorization,394435,110398,Approved,,2020-05-19,2020-06-03 13:50,2020-07-10 9:06,Approval,Authorizations - South Region,,48.879084,123.647722,,Routine,Medium,15.6,20.9,0,0,0,,36,
New Registration,394498,110400,Completed,,2020-06-03,2020-06-05 11:43,2020-06-09 9:23,Code of Practice for Soil Amendments,Express Transactions,,53.05965,122.429169,,Express,Simple,2.5,,,,,3,5,
New Registration,394499,110401,Completed,,2020-06-03,2020-06-05 13:08,2020-06-09 9:43,Code of Practice for Soil Amendments,Express Transactions,,53.292792,122.489838,,Express,Simple,2.6,,,,,3.1,5,
New Registration,394503,110402,Completed,,2020-06-03,2020-06-05 15:29,2020-06-10 8:54,Code of Practice for Soil Amendments,Express Transactions,,53.292849,122.483826,,Express,Simple,2.6,,,,,4,6,
New Registration,394505,110403,Completed,,2020-06-05,2020-06-05 16:18,2020-06-10 14:39,Code of Practice for Soil Amendments,Express Transactions,,49.21982,117.460099,,Express,Simple,0.7,,,,,4.8,5,
Authorization Amendment,394533,2687,Approved,,2020-06-08,2020-06-08 8:34,2020-08-11 9:27,Permit,Authorizations - North Region,Minor,54.379717,126.64147,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,394536,2591,Approved,,2020-06-08,2020-06-08 9:08,2020-08-11 9:42,Permit,Authorizations - North Region,Minor,54.7811,126.1837,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,394537,2586,Approved,,2020-06-08,2020-06-08 9:30,2020-08-11 9:07,Permit,Authorizations - North Region,Minor,54.081436,125.051579,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,394538,1791,Approved,,2020-06-08,2020-06-08 9:49,2020-08-11 8:51,Permit,Authorizations - North Region,Minor,54.53095,126.294878,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,394540,2750,Approved,,2020-06-08,2020-06-08 10:10,2020-08-11 9:33,Permit,Authorizations - North Region,Minor,53.819288,126.088604,Internal Amendment,EM General,Medium,,,,,,,63,
Authorization Amendment,394541,401,Approved,,2020-05-12,2020-06-08 10:36,2020-06-23 8:19,Permit,Express Transactions,Minor,53.865833,122.74527,Transfer,EM General,Simple,,,,,,,38,
Registration Amendment,394545,17061,Pending Final Application,Applicant Work Window,2020-06-03,2020-06-08 13:31,,Municipal Wastewater Regulation,Authorizations - South Region,Minor,50.4628,116.2336,,Routine,Medium,0,44.1,284.9,,,,334.6,
Authorization Amendment,394557,3608,In Review,Review and Decision,2020-06-08,2020-06-08 14:30,,Permit,Authorizations - North Region,Minor,54.08323,128.608201,Internal Amendment,EM General,Medium,,,,,,,329.6,
Authorization Amendment,394570,108221,Approved,,2020-06-09,2020-06-09 8:44,2020-10-08 15:15,Permit,Mining Team,Minor,55.232149,121.600661,Internal Amendment,EM General,Medium,,,,,,,120,
Auth Cancel Susp and Aband App,394573,18353,Approved,,2020-06-09 10:37,2020-06-09 10:37,2020-06-18,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,8.6,
Authorization Amendment,394574,103961,Approved,,2020-06-09,2020-06-09 10:43,2020-06-23 11:07,Permit,Mining Team,Minor,55.575,122.32,Internal Amendment,EM General,Medium,,,,,,,10,
Authorization Amendment,394577,2762,In Review,Review and Decision,2020-06-09,2020-06-09 13:36,,Permit,Authorizations - North Region,Minor,53.924098,122.694991,Internal Amendment,EM General,Medium,,,,,,,328.6,
Registration Amendment,394595,17998,Completed,,2020-05-21,2020-06-10 10:28,2020-06-24 13:52,Municipal Wastewater Regulation,Authorizations - North Region,Minor,57.229744,122.243964,Transfer,EM General,Simple,,,,,,,34,
New Registration,394600,110405,Completed,,2020-05-26,2020-06-10 14:07,2020-06-22 13:10,Asphalt Plant Regulation,Express Transactions,,49.123,123.456,,Express,Simple,15.6,,,,,8,23,
De-Registration,394601,107208,In Review,Processing,2020-06-10 14:58,2020-06-10 14:58,,Municipal Wastewater Regulation,Authorizations - North Region,,,,,Express,Medium,0,,,,,327,327,
Registration Amendment,394603,108039,Completed,,2020-06-10,2020-06-10 15:19,2020-06-12 13:48,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,Minor,56.63063,121.1296,Transfer,EM General,Simple,,,,,,,2,
Registration Amendment,394627,108831,Completed,,2020-06-10,2020-06-11 9:48,2020-06-17 10:06,Municipal Wastewater Regulation,Authorizations - South Region,Minor,48.42083,123.2972,Internal Amendment,EM General,Medium,,,,,,,6,
Registration Amendment,394637,109149,Completed,,2020-06-01,2020-06-11 13:43,2020-06-22 14:47,Code of Practice for Concrete and Concrete Products,Express Transactions,Minor,50.9951,118.2394,Name Change,EM General,Simple,,,,,,,21,
Registration Amendment,394639,100404,Completed,,2020-06-01,2020-06-11 14:12,2020-06-23 8:32,Code of Practice for Concrete and Concrete Products,Express Transactions,Minor,50.4658,115.9706,,Express,Simple,0,,,,,11,21,
Registration Amendment,394641,103442,Completed,,2020-06-01,2020-06-11 14:53,2020-06-23 8:36,Code of Practice for Concrete and Concrete Products,Express Transactions,Minor,51.3084,116.9725,Name Change,EM General,Simple,,,,,,,21,
Registration Amendment,394642,18143,Completed,,2020-06-02,2020-06-11 15:27,2020-06-23 8:54,Asphalt Plant Regulation,Express Transactions,Minor,58.748635,122.69386,,Express,Simple,0,,,,,11.1,20,
Authorization Amendment,394695,263,Approved,,2020-06-15,2020-06-15 12:50,2020-06-16 9:07,Permit,Mining Team,Minor,49.86888,119.9385,Internal Amendment,EM General,Medium,,,,,,,0,
Registration Amendment,394697,15649,Completed,,2020-06-03,2020-06-15 14:41,2020-06-24 9:28,Asphalt Plant Regulation,Express Transactions,Minor,56.57,121.29,Name Change,EM General,Simple,,,,,,,20,
New Registration,394699,110407,Completed,,2020-06-15,2020-06-15 16:19,2020-06-24 9:04,Code of Practice for Soil Amendments,Express Transactions,,49.5594,117.708,,Express,Simple,0.7,,,,,8,8,
Authorization Amendment,394723,1501,Approved,,2020-06-16,2020-06-16 8:52,2020-09-28 11:08,Permit,Mining Team,Minor,50.190568,114.87922,Internal Amendment,EM General,Medium,,,,,,,101,
